y_test,y_prob
0,0.02029457
0,0.056624744
0,0.049321197
0,0.039452333
0,0.084136866
0,0.080334075
0,0.06026772
1,0.7661498
0,0.09199047
0,0.1106997
0,0.035272323
0,0.078213684
0,0.096188515
0,0.053914156
0,0.08977922
0,0.1414061
0,0.04603054
0,0.08178243
1,0.6465818
0,0.043986283
0,0.0850845
0,0.0925474
0,0.17466016
0,0.0785671
0,0.29521716
0,0.031041078
0,0.3198914
0,0.08542215
0,0.08107092
0,0.08150908
0,0.42276928
0,0.037459273
0,0.04943113
0,0.11010976
0,0.067911044
0,0.04731211
0,0.77029973
0,0.07782192
0,0.33035582
0,0.5559063
0,0.0720032
0,0.11092961
0,0.21850803
0,0.020984158
0,0.07995955
0,0.05349804
0,0.034842193
1,0.07293101
0,0.18697585
0,0.07908041
0,0.37185428
0,0.46304142
0,0.05722612
0,0.09134331
0,0.04857618
0,0.052708976
0,0.07482016
0,0.058654897
0,0.07405014
0,0.078451306
0,0.08218889
0,0.21142249
1,0.6925432
0,0.04300539
0,0.050571352
0,0.26112163
0,0.065373085
0,0.4392143
0,0.30066517
0,0.102321
0,0.25555575
0,0.060861833
0,0.056945693
0,0.07955216
0,0.108867824
0,0.3754344
0,0.45708472
0,0.09875374
0,0.06751201
0,0.13811146
0,0.07603653
1,0.07242228
0,0.046383373
0,0.08554498
0,0.056117393
0,0.045812007
0,0.09547706
0,0.06070542
0,0.048587795
0,0.044504575
0,0.06469237
0,0.41465747
1,0.77029973
0,0.08333218
0,0.078425795
1,0.22794035
1,0.76732117
1,0.06562729
0,0.070077464
0,0.08253208
0,0.0950427
0,0.07925954
0,0.05396315
0,0.056506604
0,0.071346246
0,0.09079439
0,0.09928542
0,0.047946893
0,0.07834395
0,0.1220378
0,0.51085335
0,0.09119586
0,0.03632865
0,0.060940053
0,0.075647436
0,0.07951971
0,0.046798542
0,0.07308398
0,0.054814674
0,0.29352185
0,0.08730444
0,0.41418403
0,0.08005615
0,0.08446727
0,0.031885237
0,0.068188705
0,0.068394884
0,0.08370698
0,0.107324
0,0.12513576
0,0.12989075
0,0.0356562
0,0.07132431
0,0.079220735
0,0.082205296
0,0.10375416
0,0.05714324
1,0.27473062
1,0.6338659
0,0.05456387
1,0.48878956
0,0.089130655
0,0.26036564
0,0.058513813
0,0.082347855
1,0.4281306
1,0.10945601
1,0.4660856
0,0.0627983
0,0.22372198
0,0.1467212
0,0.15851733
0,0.07120682
0,0.098107316
1,0.08839136
0,0.16196334
0,0.11400405
0,0.069228426
1,0.74978876
0,0.07307313
1,0.42088282
0,0.09105875
0,0.106952436
0,0.10736226
0,0.0784058
0,0.07560358
0,0.097762205
0,0.031998567
0,0.0714242
0,0.29131666
0,0.06832683
0,0.034122437
0,0.070296116
0,0.032056794
1,0.07840061
0,0.22014946
0,0.08078294
0,0.06909412
0,0.12048143
0,0.07477941
0,0.046395388
0,0.029838867
0,0.19322407
0,0.07249076
0,0.061096393
0,0.041390583
0,0.078045666
1,0.77029973
1,0.65522
0,0.03463128
1,0.4371785
0,0.042685512
0,0.043342892
0,0.027741883
1,0.081689
0,0.08272627
0,0.028528726
0,0.074526824
0,0.032761298
0,0.054518797
0,0.056744274
0,0.11278277
0,0.083752334
0,0.051997475
1,0.11341114
0,0.044146176
0,0.080671825
1,0.24307582
0,0.026403937
0,0.2546015
0,0.027330944
0,0.031586252
0,0.0906309
0,0.04086425
