y_test,y_prob
0,0.10593978182263339
0,0.15496845804112
0,0.19038037958673096
0,0.12407684040114374
0,0.48440571372269997
0,0.24550404670379608
0,0.34240602480113375
1,0.930304044606298
0,0.3895854278242171
0,0.5242608153988213
0,0.12731349990875365
0,0.314556196710988
0,0.4899797560164013
0,0.1852682811107503
0,0.43773525762593335
0,0.36741160692061103
0,0.20890644931549462
0,0.25148529821350213
1,0.9429710070564057
0,0.14978329173020213
0,0.43374179890638476
0,0.3970723831684204
0,0.42477662420836115
0,0.3081086093132148
0,0.6688269610445402
0,0.149343699801889
0,0.6731181178703958
0,0.31406216946801563
0,0.3411140908774004
0,0.3942616375708525
0,0.9453626986634031
0,0.150240630796972
0,0.2135058305775364
0,0.5913654654268253
0,0.3289370052877135
0,0.22065783377656892
0,0.948500862054549
0,0.25018662302962097
0,0.5898217746128718
0,0.7061662979469568
0,0.25299427256496815
0,0.43737138692318267
0,0.4352320005301725
0,0.10683193343526187
0,0.27262510535046675
0,0.20423460767646578
0,0.4133554913988545
1,0.38155785988479063
0,0.6178752633795193
0,0.4413330758911176
0,0.5797193525145684
0,0.7505220559016598
0,0.27732303652843515
0,0.5857837122956885
0,0.21953447840246834
0,0.41206212663137826
0,0.2259330635743797
0,0.15436074230703117
0,0.408500471415339
0,0.4022444402329021
0,0.34054421851013544
0,0.4834609433696487
1,0.8784730263017999
0,0.1370619280446629
0,0.22460114958498553
0,0.6972784820713346
0,0.15776145130266037
0,0.6486818736012637
0,0.7598409329136961
0,0.593978273799841
0,0.6906677647598074
0,0.25859002598232805
0,0.13664699805341482
0,0.3317835682087237
0,0.41498201018619035
0,0.837138713864563
0,0.8615843040080744
0,0.4865392503333273
0,0.3465622764467716
0,0.41590100732344865
0,0.34331735960329435
1,0.35909632144977005
0,0.22824468324782857
0,0.6265628892386882
0,0.24822974370020343
0,0.11505044902664645
0,0.4798193329432182
0,0.4556526215934961
0,0.21091311307687854
0,0.034699947830978545
0,0.15077645141441573
0,0.5979445276283635
1,0.9532787898624564
0,0.3936414046151694
0,0.3102720967563768
1,0.2680807158081785
1,0.808222935890187
1,0.2827927069193125
0,0.4649605968754981
0,0.6512295640010699
0,0.4509350551919288
0,0.33376490254330987
0,0.2697458403188602
0,0.24977710795692123
0,0.20794499162809324
0,0.4864864256683367
0,0.46761476591597945
0,0.33638386827110617
0,0.36433332794191814
0,0.48383056455516255
0,0.7958004227082388
0,0.3624480052948507
0,0.19010346284827956
0,0.2320089055716956
0,0.2371815417698603
0,0.36636366461347664
0,0.10826550249993512
0,0.3000751458944383
0,0.40025015425658445
0,0.6235456223827648
0,0.495050077084693
0,0.8109685462222498
0,0.31738345897761955
0,0.3446203591470414
0,0.05027439023452114
0,0.21977394792455324
0,0.2869034739364087
0,0.3593001731019621
0,0.422565466563428
0,0.39544328540857704
0,0.2891327249268737
0,0.14569384362446275
0,0.23706395020875162
0,0.29657133876897657
0,0.3831044829361947
0,0.543877905995014
0,0.33091335579661857
1,0.6262492945885241
1,0.6167450297669164
0,0.14157422450669715
1,0.8788258476106839
0,0.3780234222138277
0,0.581022878916096
0,0.1706096772626593
0,0.3229906168486901
1,0.7764905840198262
1,0.37569076854910743
1,0.5838103700411764
0,0.3089795962896974
0,0.5022489683383118
0,0.4205759975681138
0,0.47727627302153147
0,0.3736495565200152
0,0.5893429841441354
1,0.40643789899873134
0,0.48286115597661816
0,0.529099001135154
0,0.2597803431213006
1,0.8142843726509946
0,0.340371396431039
1,0.633397021028783
0,0.6974843296978286
0,0.4672691916393458
0,0.4167765396663796
0,0.35347132531724956
0,0.30554143664692274
0,0.47931982034937287
0,0.1685117760005191
0,0.3707686915243029
0,0.5181595766722631
0,0.4219543121414183
0,0.13736881132601791
0,0.352919537054683
0,0.13547219251499631
1,0.5935021850057531
0,0.49114410500227607
0,0.24863615727282468
0,0.5099322463229868
0,0.4681252599761107
0,0.2302606579307015
0,0.16223465905129827
0,0.18481987348487683
0,0.41095946294634184
0,0.35866456733475477
0,0.2047442165934759
0,0.13923263384484655
0,0.40071527255107886
1,0.935470614226411
1,0.737205746141352
0,0.19637015751059203
1,0.3876424053123524
0,0.128962133106597
0,0.13002429518661068
0,0.21696665813345004
1,0.3595386643190808
0,0.29369652942369334
0,0.13532904595738873
0,0.29132488845373594
0,0.11622337358642264
0,0.1488544334300438
0,0.1979438433252353
0,0.4978098333073442
0,0.2786822910600495
0,0.3411841728569394
1,0.4898966736923332
0,0.16649138111797526
0,0.41361841234418023
1,0.4981049383645059
0,0.13462522073539587
0,0.6287074329954383
0,0.15099944505420215
0,0.15572283084573182
0,0.5914927943087271
0,0.1551349163383087
0,0.1265600265378597
1,0.7188361730190335
0,0.4783879054267612
1,0.19925748712736685
1,0.6050681087640083
0,0.3581348011885205
0,0.22537397121285094
0,0.08751710469579742
0,0.31339570671136757
0,0.2005102256548854
0,0.1276798594339466
1,0.5681666316099999
0,0.4660132692959101
0,0.4635629239221355
0,0.27272944967312074
0,0.35377394029758324
0,0.45238773488148926
0,0.5129823461914574
0,0.23906548213547318
0,0.5988426708888621
0,0.4239380904189267
0,0.2424907037377736
0,0.24159980830944044
0,0.6174424635043183
0,0.4044383229193929
0,0.2298259400971959
0,0.19920878644853826
0,0.29066232863296454
0,0.3427160377520836
0,0.714647484880719
0,0.17098685292812466
0,0.4316894488220116
0,0.3710417287178854
0,0.30312547172272447
0,0.8205975826422518
0,0.3001167004567885
0,0.526739597019636
0,0.6140696871955411
0,0.36899520412814246
0,0.15667998907714925
1,0.4083222819174004
0,0.2357884125192981
0,0.3695500241797835
1,0.3654980793438768
0,0.2292659368332448
0,0.3234993072449277
0,0.1531905783186995
0,0.4646295431908387
0,0.46521312055547287
1,0.957038487025174
0,0.6671898115245837
0,0.27225497908268004
0,0.4043300361992486
1,0.4839756900216775
0,0.3107290936234693
0,0.6241329024878496
0,0.42257874519774496
1,0.4545825528787488
0,0.33260957563933297
0,0.20164236948925393
